1,7,0,1,19,1,0
2,4,0,1,20,1,1
3,5,0,1,21,1,2
4,6,0,1,22,1,2
5,5,0,1,23,1,2
6,7,0,1,24,1,1
7,4,0,1,25,1,2
8,5,0,1,26,1,2
9,6,0,1,27,1,1
10,6,0,1,28,1,1
11,4,0,1,29,1,2
12,7,0,1,30,1,0
13,5,0,1,31,1,3
14,5,0,1,32,1,2
15,5,0,1,33,1,2
16,3,0,1,34,1,2
17,5,0,1,35,1,2
18,7,0,1,36,1,1
19,7,0,2,37,1,1
20,5,0,2,38,1,2
21,5,0,2,39,1,1
22,5,0,2,40,1,2
23,7,0,2,41,1,0
24,6,0,2,42,1,0
25,5,0,2,43,1,2
26,5,0,2,44,1,2
27,4,0,2,45,1,3
28,7,0,2,46,1,0
29,8,0,2,47,1,0
30,6,0,2,48,1,1
31,4,0,2,49,1,1
32,6,0,2,50,1,1
33,5,0,2,51,1,2
34,8,0,2,52,1,0
35,3,0,2,53,1,3
36,7,0,2,54,1,0
37,7,0,3,37,1,1
38,6,0,3,38,1,1
39,5,0,3,39,1,1
40,5,0,3,40,1,2
41,5,0,3,41,1,2
42,4,0,3,42,1,2
43,5,0,3,43,1,2
44,5,0,3,44,1,2
45,4,0,3,45,1,3
46,7,0,3,46,1,0
47,6,0,3,47,1,2
48,7,0,3,48,1,0
49,3,0,3,49,1,2
50,7,0,3,50,1,0
51,7,0,3,51,1,0
52,8,0,3,52,1,0
53,4,0,3,53,1,2
54,7,0,3,54,1,0
55,8,0,4,55,1,0
56,7,0,4,56,1,0
57,5,0,4,57,1,1
58,5,0,4,58,1,2
59,8,0,4,59,1,0
60,4,0,4,60,1,2
61,7,0,4,61,1,0
62,5,0,4,62,1,2
63,5,0,4,63,1,2
64,5,0,4,64,1,2
65,7,0,4,65,1,1
66,5,0,4,66,1,2
67,4,0,4,67,1,1
68,5,0,4,68,1,2
69,7,0,4,69,1,0
70,8,0,4,70,1,0
71,5,0,4,71,1,0
72,7,0,4,72,1,0
73,7,0,5,19,1,0
74,3,0,5,20,1,2
75,5,0,5,21,1,2
76,6,0,5,22,1,2
77,6,0,5,23,1,1
78,5,0,5,24,1,3
79,4,0,5,25,1,2
80,5,0,5,26,1,2
81,6,0,5,27,1,1
82,6,0,5,28,1,1
83,5,0,5,29,1,1
84,6,0,5,30,1,1
85,8,0,5,31,1,0
86,7,0,5,32,1,0
87,5,0,5,33,1,2
88,5,0,5,34,1,0
89,5,0,5,35,1,2
90,6,0,5,36,1,2
91,6,0,1,19,2,1
92,3,0,1,20,2,2
93,4,0,1,21,2,2
94,5,0,1,22,2,3
95,7,0,1,23,2,0
96,6,0,1,24,2,2
97,3,0,1,25,2,2
98,5,0,1,26,2,2
99,4,0,1,27,2,2
100,5,0,1,28,2,2
101,3,0,1,29,2,2
102,4,0,1,30,2,3
103,5,0,1,31,2,3
104,6,0,1,32,2,0
105,5,0,1,33,2,1
106,1,0,1,34,2,4
107,4,0,1,35,2,3
108,4,0,1,36,2,3
109,6,0,2,37,2,1
110,4,0,2,38,2,3
111,3,0,2,39,2,2
112,7,0,2,40,2,0
113,6,0,2,41,2,1
114,3,0,2,42,2,2
115,4,0,2,43,2,3
116,4,0,2,44,2,3
117,5,0,2,45,2,1
118,5,0,2,46,2,2
119,5,0,2,47,2,2
120,5,0,2,48,2,2
121,3,0,2,49,2,2
122,4,0,2,50,2,3
123,4,0,2,51,2,3
124,5,0,2,52,2,2
125,4,0,2,53,2,1
126,5,0,2,54,2,1
127,6,0,3,37,2,1
128,4,0,3,38,2,3
129,3,0,3,39,2,2
130,4,0,3,40,2,3
131,5,0,3,41,2,2
132,3,0,3,42,2,2
133,4,0,3,43,2,3
134,7,0,3,44,2,0
135,4,0,3,45,2,2
136,5,0,3,46,2,2
137,5,0,3,47,2,2
138,4,0,3,48,2,3
139,3,0,3,49,2,2
140,6,0,3,50,2,1
141,5,0,3,51,2,2
142,7,0,3,52,2,0
143,3,0,3,53,2,2
144,4,0,3,54,2,2
145,5,0,4,55,2,2
146,5,0,4,56,2,2
147,4,0,4,57,2,1
148,4,0,4,58,2,3
149,4,0,4,59,2,3
150,3,0,4,60,2,2
151,4,0,4,61,2,3
152,4,0,4,62,2,3
153,5,0,4,63,2,1
154,4,0,4,64,2,3
155,6,0,4,65,2,1
156,3,0,4,66,2,4
157,3,0,4,67,2,2
158,6,0,4,68,2,1
159,6,0,4,69,2,1
160,5,0,4,70,2,2
161,3,0,4,71,2,2
162,5,0,4,72,2,1
163,5,0,5,19,2,2
164,3,0,5,20,2,2
165,3,0,5,21,2,3
166,5,0,5,22,2,3
167,5,0,5,23,2,1
168,6,0,5,24,2,2
169,4,0,5,25,2,1
170,4,0,5,26,2,3
171,5,0,5,27,2,1
172,6,0,5,28,2,1
173,3,0,5,29,2,2
174,6,0,5,30,2,1
175,8,0,5,31,2,0
176,5,0,5,32,2,1
177,4,0,5,33,2,2
178,3,0,5,34,2,2
179,7,0,5,35,2,0
180,6,0,5,36,2,1
181,8,0,1,19,3,0
182,4,0,1,20,3,2
183,6,0,1,21,3,1
184,10,0,1,22,3,0
185,7,0,1,23,3,0
186,7,0,1,24,3,2
187,3,0,1,25,3,3
188,6,0,1,26,3,2
189,5,0,1,27,3,2
190,6,0,1,28,3,1
191,2,0,1,29,3,4
192,7,0,1,30,3,1
193,7,0,1,31,3,2
194,5,0,1,32,3,2
195,6,0,1,33,3,1
196,3,0,1,34,3,3
197,7,0,1,35,3,1
198,8,0,1,36,3,0
199,8,0,2,37,3,0
200,7,0,2,38,3,1
201,7,0,2,39,3,0
202,8,0,2,40,3,0
203,7,0,2,41,3,1
204,4,0,2,42,3,2
205,7,0,2,43,3,1
206,9,0,2,44,3,0
207,7,0,2,45,3,0
208,5,0,2,46,3,3
209,5,0,2,47,3,3
210,8,0,2,48,3,0
211,4,0,2,49,3,2
212,4,0,2,50,3,4
213,6,0,2,51,3,2
214,8,0,2,52,3,0
215,4,0,2,53,3,2
216,6,0,2,54,3,1
217,8,0,3,37,3,0
218,7,0,3,38,3,1
219,3,0,3,39,3,3
220,6,0,3,40,3,2
221,6,0,3,41,3,2
222,3,0,3,42,3,3
223,6,0,3,43,3,2
224,5,0,3,44,3,3
225,5,0,3,45,3,2
226,6,0,3,46,3,2
227,7,0,3,47,3,1
228,7,0,3,48,3,0
229,3,0,3,49,3,3
230,4,0,3,50,3,4
231,7,0,3,51,3,1
