232,5,0,3,52,3,3
233,4,0,3,53,3,2
234,6,0,3,54,3,1
235,8,0,4,55,3,0
236,4,0,4,56,3,3
237,6,0,4,57,3,0
238,5,0,4,58,3,3
239,8,0,4,59,3,0
240,5,0,4,60,3,1
241,7,0,4,61,3,1
242,7,0,4,62,3,1
243,7,0,4,63,3,0
244,7,0,4,64,3,1
245,5,0,4,65,3,3
246,4,0,4,66,3,3
247,6,0,4,67,3,0
248,6,0,4,68,3,2
249,5,0,4,69,3,3
250,8,0,4,70,3,0
251,5,0,4,71,3,1
252,6,0,4,72,3,1
253,7,0,5,19,3,1
254,6,0,5,20,3,0
255,5,0,5,21,3,2
256,8,0,5,22,3,1
257,6,0,5,23,3,1
258,4,0,5,24,3,5
259,3,0,5,25,3,3
260,4,0,5,26,3,4
261,4,0,5,27,3,3
262,5,0,5,28,3,2
263,4,0,5,29,3,2
264,7,0,5,30,3,1
265,7,0,5,31,3,2
266,7,0,5,32,3,0
267,7,0,5,33,3,0
268,4,0,5,34,3,2
269,4,0,5,35,3,4
270,9,0,5,36,3,0
271,5,0,1,19,4,2
272,4,0,1,20,4,2
273,5,0,1,21,4,2
274,9,0,1,22,4,0
275,5,0,1,23,4,2
276,5,0,1,24,4,3
277,4,0,1,25,4,2
278,7,0,1,26,4,0
279,7,0,1,27,4,0
280,6,0,1,28,4,1
281,2,0,1,29,4,4
282,7,0,1,30,4,0
283,8,0,1,31,4,0
284,7,0,1,32,4,0
285,4,0,1,33,4,3
286,3,0,1,34,4,3
287,7,0,1,35,4,0
288,4,0,1,36,4,4
289,8,0,2,37,4,0
290,5,0,2,38,4,2
291,4,0,2,39,4,2
292,6,0,2,40,4,1
293,6,0,2,41,4,2
294,4,0,2,42,4,2
295,5,0,2,43,4,2
296,5,0,2,44,4,2
297,5,0,2,45,4,2
298,7,0,2,46,4,0
299,7,0,2,47,4,1
300,6,0,2,48,4,1
301,4,0,2,49,4,2
302,5,0,2,50,4,2
303,8,0,2,51,4,0
304,4,0,2,52,4,4
305,4,0,2,53,4,2
306,5,0,2,54,4,2
307,8,0,3,37,4,0
308,6,0,3,38,4,1
309,4,0,3,39,4,2
310,4,0,3,40,4,3
311,5,0,3,41,4,3
312,5,0,3,42,4,1
313,5,0,3,43,4,2
314,5,0,3,44,4,2
315,6,0,3,45,4,1
316,4,0,3,46,4,3
317,6,0,3,47,4,2
318,6,0,3,48,4,1
319,2,0,3,49,4,4
320,4,0,3,50,4,3
321,7,0,3,51,4,0
322,8,0,3,52,4,0
323,2,0,3,53,4,4
324,7,0,3,54,4,0
325,7,0,4,55,4,1
326,4,0,4,56,4,3
327,3,0,4,57,4,3
328,7,0,4,58,4,0
329,8,0,4,59,4,0
330,5,0,4,60,4,1
331,4,0,4,61,4,3
332,6,0,4,62,4,1
333,6,0,4,63,4,1
334,4,0,4,64,4,3
335,5,0,4,65,4,3
336,7,0,4,66,4,0
337,4,0,4,67,4,1
338,5,0,4,68,4,2
339,6,0,4,69,4,1
340,6,0,4,70,4,2
341,4,0,4,71,4,2
342,7,0,4,72,4,0
343,5,0,5,19,4,2
344,4,0,5,20,4,2
345,6,0,5,21,4,1
346,6,0,5,22,4,2
347,7,0,5,23,4,0
348,5,0,5,24,4,3
349,3,0,5,25,4,3
350,5,0,5,26,4,2
351,6,0,5,27,4,1
352,5,0,5,28,4,2
353,6,0,5,29,4,0
354,6,0,5,30,4,1
355,8,0,5,31,4,0
356,5,0,5,32,4,2
357,5,0,5,33,4,2
358,4,0,5,34,4,2
359,5,0,5,35,4,2
360,5,0,5,36,4,3
361,4,0,6,19,1,3
362,5,0,6,20,1,1
363,3,0,6,21,1,4
364,8,0,6,22,1,0
365,5,0,6,23,1,2
366,5,0,6,24,1,3
367,6,0,6,25,1,0
368,4,0,6,26,1,4
369,5,0,6,27,1,2
370,5,0,6,28,1,2
371,3,0,6,29,1,3
372,7,0,6,30,1,0
373,5,0,6,31,1,3
374,6,0,6,32,1,1
375,5,0,6,33,1,2
376,3,0,6,34,1,3
377,4,0,6,35,1,3
378,8,0,6,36,1,0
379,5,0,7,37,1,3
380,7,0,7,38,1,0
381,6,0,7,39,1,0
382,6,0,7,40,1,1
383,8,0,7,41,1,0
384,3,0,7,42,1,3
385,4,0,7,43,1,3
386,5,0,7,44,1,3
387,6,0,7,45,1,1
388,6,0,7,46,1,1
389,6,0,7,47,1,2
390,6,0,7,48,1,1
391,4,0,7,49,1,2
392,4,0,7,50,1,3
393,7,0,7,51,1,0
394,6,0,7,52,1,2
395,4,0,7,53,1,2
396,6,0,7,54,1,1
397,6,0,8,19,1,1
398,6,0,8,20,1,0
399,5,0,8,21,1,2
400,6,0,8,22,1,2
401,4,0,8,23,1,3
402,6,0,8,24,1,2
403,3,0,8,25,1,3
404,7,0,8,26,1,1
405,4,0,8,27,1,3
406,6,0,8,28,1,1
407,2,0,8,29,1,4
408,6,0,8,30,1,1
409,7,0,8,31,1,1
410,7,0,8,32,1,0
411,4,0,8,33,1,3
412,5,0,8,34,1,1
413,4,0,8,35,1,3
414,6,0,8,36,1,2
415,5,0,9,55,1,3
416,4,0,9,56,1,3
417,5,0,9,57,1,1
418,5,0,9,58,1,2
419,6,0,9,59,1,2
420,3,0,9,60,1,3
421,5,0,9,61,1,2
422,5,0,9,62,1,3
423,4,0,9,63,1,3
424,7,0,9,64,1,0
425,5,0,9,65,1,3
426,5,0,9,66,1,2
427,3,0,9,67,1,3
428,7,0,9,68,1,0
429,5,0,9,69,1,2
430,5,0,9,70,1,3
431,4,0,9,71,1,2
432,5,0,9,72,1,2
433,4,0,10,19,1,3
434,5,0,10,20,1,1
435,5,0,10,21,1,2
436,8,0,10,22,1,0
437,6,0,10,23,1,1
438,7,0,10,24,1,1
439,4,0,10,25,1,2
440,4,0,10,26,1,4
441,6,0,10,27,1,1
442,5,0,10,28,1,2
443,3,0,10,29,1,3
444,4,0,10,30,1,3
445,6,0,10,31,1,2
446,7,0,10,32,1,0
447,2,0,10,33,1,5
448,6,0,10,34,1,0
449,5,0,10,35,1,2
450,8,0,10,36,1,0
451,5,0,6,19,2,1
452,3,0,6,20,2,2
453,4,0,6,21,2,2
454,6,0,6,22,2,2
455,3,0,6,23,2,3
456,5,0,6,24,2,3
457,3,0,6,25,2,2
458,5,0,6,26,2,2
459,4,0,6,27,2,2
460,5,0,6,28,2,1
461,3,0,6,29,2,2
462,5,0,6,30,2,2
463,5,0,6,31,2,3
464,4,0,6,32,2,2
465,3,0,6,33,2,3
466,3,0,6,34,2,2
467,4,0,6,35,2,3
468,6,0,6,36,2,1
469,5,0,7,37,2,2
470,7,0,7,38,2,0
471,4,0,7,39,2,1
472,7,0,7,40,2,0
473,5,0,7,41,2,2
474,4,0,7,42,2,1
475,4,0,7,43,2,3
476,6,0,7,44,2,1
477,4,0,7,45,2,2
478,5,0,7,46,2,2
479,5,0,7,47,2,2
480,6,0,7,48,2,0
481,4,0,7,49,2,1
482,7,0,7,50,2,0
483,4,0,7,51,2,3
484,5,0,7,52,2,2
485,3,0,7,53,2,2
486,5,0,7,54,2,1
487,6,0,8,19,2,0
488,6,0,8,20,2,0
489,3,0,8,21,2,3
490,7,0,8,22,2,1
491,5,0,8,23,2,1
492,7,0,8,24,2,1
493,3,0,8,25,2,2
494,6,0,8,26,2,1
495,4,0,8,27,2,2
496,7,0,8,28,2,0
497,3,0,8,29,2,2
498,6,0,8,30,2,1
499,6,0,8,31,2,2
500,6,0,8,32,2,0
501,4,0,8,33,2,2
502,3,0,8,34,2,2
503,4,0,8,35,2,3
504,5,0,8,36,2,2
505,5,0,9,55,2,2
506,5,0,9,56,2,1
507,3,0,9,57,2,2
508,4,0,9,58,2,3
509,3,0,9,59,2,4
510,5,0,9,60,2,0
511,4,0,9,61,2,3
512,4,0,9,62,2,3
513,3,0,9,63,2,3
514,5,0,9,64,2,2
515,5,0,9,65,2,2
516,5,0,9,66,2,1
517,3,0,9,67,2,2
518,4,0,9,68,2,3
519,3,0,9,69,2,4
520,5,0,9,70,2,2
521,3,0,9,71,2,2
522,4,0,9,72,2,2
523,5,0,10,19,2,1
524,5,0,10,20,2,0
525,3,0,10,21,2,3
526,8,0,10,22,2,0
527,6,0,10,23,2,0
528,5,0,10,24,2,3
529,4,0,10,25,2,1
530,6,0,10,26,2,1
531,5,0,10,27,2,1
532,5,0,10,28,2,1
533,4,0,10,29,2,1
534,6,0,10,30,2,1
535,5,0,10,31,2,3
536,4,0,10,32,2,2
537,5,0,10,33,2,1
538,3,0,10,34,2,2
539,5,0,10,35,2,2
540,4,0,10,36,2,3
541,7,0,6,19,3,1
542,7,0,6,20,3,0
543,8,0,6,21,3,0
544,8,0,6,22,3,1
545,7,0,6,23,3,0
546,6,0,6,24,3,3
547,4,0,6,25,3,2
548,5,0,6,26,3,3
549,4,0,6,27,3,3
550,4,0,6,28,3,3
551,3,0,6,29,3,3
552,5,0,6,30,3,3
553,9,0,6,31,3,0
554,5,0,6,32,3,2
555,6,0,6,33,3,1
556,4,0,6,34,3,2
557,5,0,6,35,3,3
558,9,0,6,36,3,0
559,6,0,7,37,3,2
560,5,0,7,38,3,3
561,6,0,7,39,3,0
562,6,0,7,40,3,2
563,6,0,7,41,3,2
564,4,0,7,42,3,2
565,4,0,7,43,3,4
566,7,0,7,44,3,1
567,7,0,7,45,3,0
568,7,0,7,46,3,1
569,6,0,7,47,3,2
570,5,0,7,48,3,2
571,5,0,7,49,3,1
572,8,0,7,50,3,0
573,8,0,7,51,3,0
574,6,0,7,52,3,2
575,4,0,7,53,3,2
576,7,0,7,54,3,0
577,8,0,8,19,3,0
578,3,0,8,20,3,3
579,5,0,8,21,3,2
580,7,0,8,22,3,2
581,4,0,8,23,3,3
582,5,0,8,24,3,4
583,3,0,8,25,3,3
584,4,0,8,26,3,4
585,4,0,8,27,3,3
586,5,0,8,28,3,2
587,6,0,8,29,3,0
588,5,0,8,30,3,3
589,8,0,8,31,3,1
590,6,0,8,32,3,1
591,8,0,8,33,3,0
592,4,0,8,34,3,2
593,8,0,8,35,3,0
594,9,0,8,36,3,0
595,4,0,9,55,3,4
596,4,0,9,56,3,3
597,5,0,9,57,3,1
598,5,0,9,58,3,3
599,7,0,9,59,3,1
600,3,0,9,60,3,3
601,5,0,9,61,3,3
602,5,0,9,62,3,3
603,5,0,9,63,3,2
604,6,0,9,64,3,2
605,5,0,9,65,3,3
606,5,0,9,66,3,2
607,2,0,9,67,3,4
608,7,0,9,68,3,1
609,5,0,9,69,3,3
610,7,0,9,70,3,1
611,3,0,9,71,3,3
612,5,0,9,72,3,2
613,6,0,10,19,3,2
614,3,0,10,20,3,3
615,4,0,10,21,3,3
616,9,0,10,22,3,0
617,6,0,10,23,3,1
618,8,0,10,24,3,1
619,3,0,10,25,3,3
620,7,0,10,26,3,1
621,8,0,10,27,3,0
622,6,0,10,28,3,1
623,4,0,10,29,3,2
624,5,0,10,30,3,3
625,6,0,10,31,3,3
626,6,0,10,32,3,1
627,3,0,10,33,3,4
628,4,0,10,34,3,2
629,6,0,10,35,3,2
630,7,0,10,36,3,1
631,7,0,6,19,4,0
632,4,0,6,20,4,1
633,7,0,6,21,4,0
634,8,0,6,22,4,0
635,5,0,6,23,4,2
636,6,0,6,24,4,2
637,5,0,6,25,4,1
638,7,0,6,26,4,0
639,4,0,6,27,4,3
640,4,0,6,28,4,3
641,6,0,6,29,4,0
642,4,0,6,30,4,3
643,7,0,6,31,4,1
644,5,0,6,32,4,2
645,4,0,6,33,4,3
646,5,0,6,34,4,0
647,5,0,6,35,4,2
648,6,0,6,36,4,2
649,6,0,7,37,4,2
650,5,0,7,38,4,2
651,3,0,7,39,4,3
652,4,0,7,40,4,3
653,5,0,7,41,4,2
654,6,0,7,42,4,0
655,7,0,7,43,4,0
656,4,0,7,44,4,3
657,6,0,7,45,4,1
658,7,0,7,46,4,0
659,7,0,7,47,4,1
660,7,0,7,48,4,0
661,4,0,7,49,4,1
662,7,0,7,50,4,0
663,7,0,7,51,4,0
664,7,0,7,52,4,1
665,4,0,7,53,4,2
666,5,0,7,54,4,2
667,5,0,8,19,4,2
668,3,0,8,20,4,2
669,5,0,8,21,4,2
670,8,0,8,22,4,0
671,5,0,8,23,4,2
672,7,0,8,24,4,1
673,4,0,8,25,4,2
674,5,0,8,26,4,2
675,4,0,8,27,4,3
676,6,0,8,28,4,1
677,5,0,8,29,4,1
678,7,0,8,30,4,0
679,6,0,8,31,4,2
680,4,0,8,32,4,3
681,4,0,8,33,4,3
682,4,0,8,34,4,1
683,7,0,8,35,4,0
684,6,0,8,36,4,2
685,6,0,9,55,4,2
686,3,0,9,56,4,4
687,5,0,9,57,4,1
688,5,0,9,58,4,2
689,7,0,9,59,4,0
690,3,0,9,60,4,3
691,7,0,9,61,4,0
692,4,0,9,62,4,3
693,4,0,9,63,4,3
694,5,0,9,64,4,2
695,6,0,9,65,4,2
696,4,0,9,66,4,3
697,3,0,9,67,4,2
698,4,0,9,68,4,3
699,5,0,9,69,4,2
700,5,0,9,70,4,3
701,4,0,9,71,4,1
702,5,0,9,72,4,2
703,6,0,10,19,4,1
704,4,0,10,20,4,1
705,7,0,10,21,4,0
706,7,0,10,22,4,1
707,7,0,10,23,4,0
708,8,0,10,24,4,0
709,3,0,10,25,4,3
710,7,0,10,26,4,0
711,4,0,10,27,4,3
712,6,0,10,28,4,1
713,3,0,10,29,4,3
714,5,0,10,30,4,2
715,5,0,10,31,4,3
716,5,0,10,32,4,2
717,4,0,10,33,4,3
718,3,0,10,34,4,2
719,6,0,10,35,4,1
720,4,0,10,36,4,4
