302,496,5,11,14,17
303,422,4,3,15,17
304,295,4,13,16,17
305,132,3,17,17,17
306,482,5,7,18,17
307,311,4,16,1,18
308,376,4,6,2,18
309,141,3,14,3,18
310,416,4,2,4,18
311,480,5,8,5,18
312,164,3,18,6,18
313,354,4,10,7,18
314,375,4,4,8,18
315,487,5,12,9,18
316,379,4,1,10,18
317,294,4,15,11,18
318,202,3,9,12,18
319,346,4,5,13,18
320,476,5,11,14,18
321,351,4,3,15,18
322,275,4,13,16,18
323,124,3,17,17,18
324,461,5,7,18,18
325,364,4,11,1,19
326,170,3,7,2,19
327,364,4,3,3,19
328,152,3,17,4,19
329,384,4,1,5,19
330,476,5,15,6,19
331,373,4,5,7,19
332,159,3,9,8,19
333,350,4,13,9,19
334,196,3,4,10,19
335,250,4,18,11,19
336,160,3,12,12,19
337,396,4,2,13,19
338,316,4,8,14,19
339,323,4,14,15,19
340,314,4,16,16,19
341,196,3,6,17,19
342,355,4,10,18,19
343,356,4,11,1,20
344,165,3,7,2,20
345,347,4,3,3,20
346,144,3,17,4,20
347,371,4,1,5,20
348,465,5,15,6,20
349,357,4,5,7,20
350,149,3,9,8,20
351,340,4,13,9,20
352,195,3,4,10,20
353,233,4,18,11,20
354,145,3,12,12,20
355,385,4,2,13,20
356,309,4,8,14,20
357,310,4,14,15,20
358,306,4,16,16,20
359,180,3,6,17,20
360,348,4,10,18,20
361,481,5,9,1,21
362,188,3,11,2,21
363,416,4,3,3,21
364,347,4,15,4,21
365,375,4,5,5,21
366,380,4,7,6,21
367,260,4,17,7,21
368,444,4,1,8,21
369,189,3,13,9,21
370,450,4,4,10,21
371,601,5,2,11,21
372,153,3,18,12,21
373,473,5,12,13,21
374,497,5,8,14,21
375,171,3,16,15,21
376,421,4,6,16,21
377,176,3,14,17,21
378,330,4,10,18,21
379,465,5,9,1,22
380,176,3,11,2,22
381,407,4,3,3,22
382,334,4,15,4,22
383,368,4,5,5,22
384,335,4,7,6,22
385,251,4,17,7,22
386,434,4,1,8,22
387,170,3,13,9,22
388,422,4,4,10,22
389,580,5,2,11,22
390,145,3,18,12,22
391,463,5,12,13,22
392,456,5,8,14,22
393,137,3,16,15,22
394,393,4,6,16,22
395,147,3,14,17,22
396,325,4,10,18,22
397,372,4,7,1,23
398,419,4,3,2,23
399,401,4,9,3,23
400,289,4,17,4,23
401,510,5,15,5,23
402,149,3,13,6,23
403,397,4,5,7,23
404,452,4,1,8,23
405,162,3,11,9,23
406,362,4,10,10,23
407,505,5,16,11,23
408,416,4,6,12,23
409,198,3,12,13,23
410,424,4,2,14,23
411,344,4,14,15,23
412,177,3,18,16,23
413,574,5,4,17,23
414,456,4,8,18,23
415,372,4,7,1,24
416,414,4,3,2,24
417,382,4,9,3,24
418,289,4,17,4,24
419,490,5,15,5,24
420,149,3,13,6,24
421,397,4,5,7,24
422,452,4,1,8,24
423,162,3,11,9,24
424,351,4,10,10,24
425,490,5,16,11,24
426,416,4,6,12,24
427,198,3,12,13,24
428,424,4,2,14,24
429,334,4,14,15,24
430,168,3,18,16,24
431,562,5,4,17,24
432,420,4,8,18,24
433,365,4,7,1,25
435,358,4,9,3,25
434,386,4,3,2,25
436,281,4,17,4,25
437,453,5,15,5,25
438,130,3,13,6,25
439,384,4,5,7,25
440,441,4,1,8,25
441,152,3,11,9,25
442,335,4,10,10,25
443,473,5,16,11,25
444,412,4,6,12,25
445,165,3,12,13,25
446,422,4,2,14,25
447,298,4,14,15,25
448,155,3,18,16,25
449,551,5,4,17,25
450,384,4,8,18,25
451,341,4,10,1,26
452,166,3,14,2,26
453,318,4,18,3,26
454,430,4,2,4,26
455,488,5,8,5,26
456,169,3,16,6,26
457,477,5,6,7,26
458,393,4,4,8,26
459,299,4,12,9,26
460,336,4,11,10,26
461,186,3,7,11,26
462,504,5,13,12,26
463,412,4,5,13,26
464,414,4,1,14,26
465,532,5,15,15,26
466,422,4,3,16,26
467,174,3,17,17,26
468,403,4,9,18,26
469,318,4,10,1,27
470,150,3,14,2,27
471,302,4,18,3,27
472,403,4,2,4,27
473,469,5,8,5,27
474,156,3,16,6,27
475,462,5,6,7,27
476,361,4,4,8,27
477,280,4,12,9,27
478,281,4,11,10,27
479,165,3,7,11,27
480,481,5,13,12,27
481,332,4,5,13,27
482,351,4,1,14,27
483,510,5,15,15,27
484,370,4,3,16,27
485,159,3,17,17,27
486,375,4,9,18,27
487,302,4,14,1,28
488,302,4,16,2,28
489,147,3,18,3,28
490,410,4,6,4,28
491,367,4,4,5,28
492,389,4,2,6,28
493,332,4,8,7,28
494,497,5,10,8,28
495,174,3,12,9,28
496,500,5,15,10,28
497,374,4,11,11,28
498,414,4,5,12,28
499,424,4,1,13,28
500,172,3,13,14,28
501,387,4,9,15,28
502,513,5,7,16,28
503,160,3,17,17,28
504,413,4,3,18,28
505,291,4,14,1,29
506,280,4,16,2,29
507,137,3,18,3,29
508,403,4,6,4,29
509,350,4,4,5,29
510,373,4,2,6,29
511,322,4,8,7,29
512,481,5,10,8,29
513,166,3,12,9,29
514,489,5,15,10,29
515,359,4,11,11,29
516,392,4,5,12,29
517,408,4,1,13,29
518,115,3,13,14,29
519,376,4,9,15,29
520,473,5,7,16,29
521,137,3,17,17,29
522,398,4,3,18,29
523,167,3,16,1,30
524,411,4,1,2,30
525,200,3,13,3,30
526,409,4,3,4,30
527,375,4,5,5,30
528,314,4,18,6,30
529,508,5,9,7,30
530,388,4,4,8,30
531,147,3,17,9,30
532,316,4,15,10,30
533,333,4,8,11,30
534,203,3,6,12,30
535,294,4,14,13,30
536,495,5,7,14,30
537,173,3,12,15,30
538,429,4,2,16,30
539,491,5,11,17,30
540,324,4,10,18,30
541,157,3,16,1,31
542,358,4,1,2,31
543,185,3,12,3,31
544,401,4,3,4,31
545,357,4,4,5,31
546,307,4,18,6,31
547,496,5,7,7,31
548,375,4,2,8,31
549,135,3,15,9,31
550,305,4,17,10,31
551,326,4,6,11,31
552,182,3,9,12,31
553,284,4,13,13,31
554,485,5,8,14,31
555,162,3,14,15,31
556,362,4,5,16,31
557,480,5,10,17,31
558,311,4,11,18,31
559,388,4,9,1,32
560,151,3,15,2,32
561,300,4,17,3,32
562,326,4,13,4,32
563,377,4,6,5,32
564,428,5,11,6,32
565,194,3,2,7,32
566,397,4,7,8,32
567,512,5,4,9,32
568,360,4,8,10,32
569,466,5,12,11,32
570,128,3,16,12,32
571,361,4,3,13,32
572,287,4,18,14,32
573,437,4,1,15,32
574,481,5,14,16,32
575,183,3,5,17,32
576,371,4,10,18,32
